id,Name,Description,Status,Author,Folder,Run_status,last run,created at,updated at,Tags,Sub-Component,Component,Level,Comments,Step name,Step description,Step expected_results,Step position
205,Actions - Liking a reply to an item - NOT DEVELOPED,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:08,13-Mar-2019  15:22,17-Apr-2019  13:17,"",Hub,Community,,"",Actions - Liking a reply to an item - NOT DEVELOPED,"1)Go to the Community Page as a follower:
http://cpv2.spotim.name/gossip/
2)Choose a UGC
3)like a reply to UGC",1)The reply will be liked,1
206,Actions - Commenting in long text UGC,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:09,13-Mar-2019  15:22,17-Apr-2019  13:17,"",Hub,Community,,"",Actions - Commenting in long text UGC,"1)Go to a community page:
http://cpv2.spotim.name/gossip/
2)In community hub choose a UGC
3)Click on the comment button
4)Add a comment","1)Clicking on the button will open a pop up of the UGC scrolled to the comment field focused
2)The comment will be added under the UGC",1
207,Actions - Unliking a post,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:18,13-Mar-2019  15:22,17-Apr-2019  13:17,"",Hub,Community,Sanity,"",Actions - Unliking a post,"1)Go to the Community Page as a follower:http://cpv2.spotim.name/gossip/
2)On the community hub Find an item you previously liked
3)Click Unlike","1)State of the Liked is ""Like"" and Likes counter decreased by 1
2)State of the Liked is ""Like"" also in the item's popup and Likes counter decreased by 1",1
208,Actions - Comment to a UGC -  toxic comment,"",Ready,Lia Ismailov,,NO RUN,30-Apr-2019  08:18,13-Mar-2019  15:22,05-Apr-2019  07:41,"",Hub,Community,Sanity,"",Actions - Comment to a UGC -  toxic comment,"1)Go to a community page as a guest
2)In community hub choose
3)Choose a UGC
4)Click on the comment button
5)write a toxic comment",1)T|he comment in the moderation will appear under rejected,1
209,Actions - Comment to a UGC -  non toxic comment,"",Ready,Lia Ismailov,,PASSED,17-Apr-2019  13:21,13-Mar-2019  15:22,05-Apr-2019  07:41,"",Hub,Community,,"",Actions - Comment to a UGC -  non toxic comment,"1)Go to a community page as a guest
2)In community hub choose
3)Choose a UGC
4)Click on the comment button
5)write a non toxic comment",1)T|he comment in the moderation will appear under aspproved,1
210,Actions - Dislike a comment in a UGC,When clicking on the dislike button under a comment there should be an action made against the server in order to register the action,Ready,Lia Ismailov,,PASSED,17-Apr-2019  13:21,13-Mar-2019  15:22,05-Apr-2019  07:41,"",Hub,Community,,"",Actions - Dislike a comment in a UGC,"1) Go to the community page (http://cpv2.spotim.name/gossip)
2) Scroll to the community hub and choose an item of type UGC (see that it has comments)
3) Perform the 'Dislike' action on any of its comments
4) Refresh the page","See that the comment dislike count reflects your actions (also, considering its previous state)",1
211,Ads - see ad,Testing if an ad appears in the community hub pop up modal,Ready,Lia Ismailov,,PASSED,18-Apr-2019  11:39,13-Mar-2019  15:22,17-Apr-2019  13:22,"",Hub,Community,,"",Ads - see ad,1)Configure ads the spot: http://cpv2.spotim.name/gossip/,"1)In the pop up you will see an ad above the pop up
2)The ad will be 620 px",1
212,Ads - Clickable,Testing if the ad is clickable,Ready,Lia Ismailov,,PASSED,18-Apr-2019  11:41,13-Mar-2019  15:22,17-Apr-2019  13:26,"",Hub,Community,,"",Ads - Clickable,"pre step: Configure ads to the community
1)Go to a community
2)Click on the ad",the ad content's will be opened in a new tab,1
213,Community Ads - Disable ads,Testing if an ad disappears,Ready,Lia Ismailov,,PASSED,17-Apr-2019  13:32,13-Mar-2019  15:22,29-Apr-2019  10:11,"",Hub,Community,,"",Ads - no ads,"pre step: Disable ads on the community
1)Go to:http://cpv2.spotim.name/gossip/
",No ads will appear in the pop up,1
214,Community Above the FAQ - Soaphub,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  11:50,13-Mar-2019  15:22,18-Apr-2019  11:50,"",Hub,Community,,"",Community Above the FAQ - 'Soaphub' (production),"1)Go to:https://community.soaphub.com/y&r
2)Scroll to the community hub",1)The community hub will be above the conversation,1
215,Community Above the FAQ - RadarOnline,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  11:51,13-Mar-2019  15:22,18-Apr-2019  11:51,"",Hub,Community,,"",Community Above the FAQ - 'RadarOnline' *(production),"1)Go to:
https://community.radaronline.com/kardashiankhronicles
2)Scroll to the community hub",1)The community hub will be above the conversation,1
216,Community Above the FAQ - MMA weekly,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  11:51,13-Mar-2019  15:22,18-Apr-2019  11:51,"",Hub,Community,,"",Community Above the FAQ - 'MMA weekly' (production),"1)Go to:
https://community.mmaweekly.com/ufcnews
2)Scroll to the community hub",1)The community hub will be above the conversation,1
218,Mange Questions - Add a question ModalAdd a Question -,Opening the add a question modal,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:32,13-Mar-2019  15:57,05-Apr-2019  07:41,"",FAQ,Community,,"",Mange Questions - Add a question ModalAdd a Question -,"Pre step: Have permissions to add a question
1)Go to a community
2)Scroll to the add a question
3)Click ""add a question""",The add a question modal will open up,1
219,Add a Question - Add a question,Adding a question to FAQ,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:32,13-Mar-2019  15:57,18-Apr-2019  13:32,"",FAQ,Community,,"",Add a Question - Add a question,"1)Go to a community
2)Add the question
3)Add the answer
4)Add a link image and a video
5)add related articles
6)Click save&publish","1)A success message will appear
2)The newly added question will appear highlighted for the 3 seconds",1
220,Add a Question - Cancel without adding texts,Testing if a user hasn't entered any character into the ask a question modal and clicked cancel,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:33,13-Mar-2019  15:57,18-Apr-2019  13:33,"",FAQ,Community,,"",Add a Question - Cancel without adding texts,"2)Add the question
3)Add the answer
4)Add a link image and a video
5)add related articles
6)Click cancel","The modal will close with out a ""are you sure window""",1
221,Add a Question - Cancel a question,Testing if clicking cancel will cancel the question,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:07,13-Mar-2019  15:57,18-Apr-2019  13:07,"",FAQ,Community,,"",Add a Question - Cancel a question,"1)Go to the host panel and add question
2)add at-least one character 
3)Click ""Cancel""
4)Click ""Stay on this page""
5)Click ""Cancel"" again
6)Click ""Leave this page""","1)A ""are you sure"" pop up message will appear
2)Clicking on  ""Stay on this page"" will return you to the add a question modal
3Clicking ""Leave this page""will close the pop up and the modal without saving the question",1
222,Add a Question - Leave Answer Blank,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:17,13-Mar-2019  15:57,18-Apr-2019  13:17,"",FAQ,Community,,"",Add a Question - Leave Answer Blank,"1) Go to the host panel
2)Fill the Question field
3)Leave the answer field blank
4)Click save&publish","1)The answer field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Answer field cannot be blank""",1
223,Add a Question - Leave Question Blank,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:35,13-Mar-2019  15:57,18-Apr-2019  13:35,"",FAQ,Community,,"",Add a Question - Leave Question Blank,"1)Go to the host panel
2)Fill the Answer field
3)Leave the Question field blank
4)Click save&publish","1)The Question field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Answer field cannot be blank""",1
224,Add a Question - Question longer then 140 characters,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:55,13-Mar-2019  15:57,18-Apr-2019  13:35,"",FAQ,Community,,"",Add a Question - Question longer then 140 characters,"1)Go to the host panel
2)In the question field write a question that is longer than 140 characters
3)Fill the answer field
4)Click save&publish","1)The Question field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Question cannot be longer than 140 characters""",1
225,Send Suggestion Flow when already logedin,Perform this test twice: once on mobile end once on desktop,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:36,13-Mar-2019  15:57,05-Apr-2019  07:41,"",FAQ,Community,,"",Send Suggestion Flow when already logedin,"1) Go to a community
2) Log in
2) Scroll to the add a question
3) Click ""add a question""
4) Write a question
5) Click ""Send Suggestion""",The Suggestion should  be sant,1
226,Send Suggestion Flow when user not logedin,Perform this test twice: once on mobile end once on desktop,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:36,13-Mar-2019  15:57,05-Apr-2019  07:41,"",FAQ,Community,,"",Send Suggestion Flow when user not logedin,"1) Go to a community
2) Scroll to the add a question
3) Click ""add a question""
4) Log in
5) Write a question
6) Click ""Send Suggestion""",The Suggestion should be sent,1
228,FAQ - Desktop - Clicking on a question,Testing if a question opens up,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:21,13-Mar-2019  16:02,18-Apr-2019  11:54,"",FAQ,Community,Sanity,"",FAQ - Desktop - Clicking on a question (production & Staging),"1)Go to a community
For example:
PRODUCTION
https://community.mmaweekly.com/ufcnews
https://community.radaronline.com/kardashiankhronicles
STAGING
http://cpv2.spotim.name/gossip
2)Scroll to the FAQ section
3)Click on a question
4)Click again on a question","1)When you scroll to the section only 5 questions will appear with an option to show more
2)Clicking a question will open the question using sliding down animation
3)The question will close up
4)This BI events will be sent:
-hovered
-clicked opened
-click closed
-viewed",1
229,FAQ - Mobile - Clicking on a question,Testing if a question opens up,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:23,13-Mar-2019  16:02,18-Apr-2019  11:56,"",FAQ,Community,Sanity,"",FAQ - Mobile - Clicking on a question (production & staging),"1)Go to a community
For example:
PRODUCTION
https://community.mmaweekly.com/ufcnews
https://community.radaronline.com/kardashiankhronicles
STAGING
http://cpv2.spotim.name/gossip
2)Scroll to the FAQ section
3)Click on a question
4)Click again on a question","1)When you scroll to the section only 5 questions will appear with an option to show more
2) When tapping on a question it will lead to an inner page in mobile view
3)The question will close up
4)This BI events will be sent:
-hovered
-clicked opened
-click closed
-viewed",1
230,FAQ - Show more questions,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:24,13-Mar-2019  16:02,18-Apr-2019  11:58,"",FAQ,Community,Sanity,"",FAQ - Show more questions,"1)Go to a community on mobile that will have more than 5 FAQ
http://cpv2.spotim.name/gossip
2)Scroll to the FAQ section
3)Click ""Show more questions""","1)More FAQ will load
2)This BI events will be sent:
-hovered
-viewed
-load more items",1
231,FAQ - Suggest a question,Getting to the suggest a question form,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:32,13-Mar-2019  16:02,18-Apr-2019  11:59,"",FAQ,Community,Sanity,"",FAQ - Suggest a question,"1)Go to a community page:
http://cpv2.spotim.name/gossip
2)Scroll to the FAQ section
3)Click on ""Suggest a question""","When clicked the component will expand in the same way as all the questions. 

The form will contain: 
-Title
-Sub-title
-Question field
-A link that opens the answer field
-Close option 
The ""More Questions"" button will be disabled",1
232,Suggest a Question - Non logged in user - Suggest Q,"",Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:33,13-Mar-2019  16:02,18-Apr-2019  12:01,"",FAQ,Community,Sanity,"",Suggest a Question - Non logged in user - Suggest Q,"1) Go to:http://cpv2.spotim.name/gossip
2) Logout
3)Add a question
4)Click send question
5)Do the login flow
6)Click  ""Send Suggestion"" button again","1)After clicking the ""Send Suggestion"" the form will be collapsed and the UI will show a green bubble with a success message 
This message will be displayed for 3 seconds and after that will be collapsed out
2)If the user wasn't a follower: the user will be automatically a follower",1
233,Suggest a Question - Non Follower - Suggest Q&A,"",Ready,Lia Ismailov,,N/A,30-Apr-2019  08:36,13-Mar-2019  16:02,18-Apr-2019  12:05,"",FAQ,Community,Sanity,"",Suggest a Question - Non Follower - Suggest Q&A,"1) Go to:http://cpv2.spotim.name/gossip
2) Logout
3)Add a question
3)Click ""add it here"" next to know the answer?
4)Add an answer
5)Click ""Send Suggestion"" button again","1)The question field will be focused
2)The answer field will be focused
3)After clicking the ""Send Suggestion"" the form will be collapsed and the UI will show a green bubble with a success message 
This message will be displayed for 3 seconds and after that will be collapsed out
4)If the user wasn't a follower: the user will be automatically a follower",1
234,Suggest a Question - Leave the question blank,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:06,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Suggest a Question - Leave the question blank,"1)Go to:http://cpv2.spotim.name/gossip
2)Click suggest a question
3)Don't write anything and click ""send question"" button",The button suggest a question will not be clickable until at least one char is entered,1
235,Accept a question - Email,Testing if the questions are sent to the email,Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:56,13-Mar-2019  16:02,18-Apr-2019  12:57,"",FAQ,Community,,"",Accept a question - Email,"1) Go to http://cpv2.spotim.name/gossip
2) Scroll down
3) Add question
4) Login to the page admin email
","1)The Question will be sent to SuggestQuestions@spot.im
2)The question will be there",1
236,Accept a question  - create the question,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:24,13-Mar-2019  16:02,18-Apr-2019  12:24,"",FAQ,Community,,"",Accept a question  - create the question,"1)Go to a the host panel =>topic pages=>topic pages=> choose to edit a topic page
2)Scroll to the add a question
3)Click ""add a question""
4)Add the question
5)Add the answer
6)Check the box that says suggested by a user
7)Mention the user that send you the question
8)Click save&publish","1)After mentioning the user under the answer will appear suggested by and the users information
the user will be clickable and will be able to follow him
2)A success message will appear
3)The question will be added to the list of question and will appear in the community page",1
237,Mange Questions - Add a question through host panel,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:25,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Mange Questions - Add a question through host panel,"Pre step: Have permissions to add a question
1)Go to a the host panel =>topic pages=>topic pages=> choose to edit a topic page
2)Scroll to the add a question
3)Click ""add a question""",The add a question modal will open up,1
238,Mange Questions - Add a question,"",Automated,Lia Ismailov,,PASSED,18-Apr-2019  12:28,13-Mar-2019  16:02,18-Apr-2019  12:29,"","",Community,,"",Mange Questions - Add a question with link and image,"1)Go to host panel
2)Add the question
3)Add the answer
4)Add a link image and a video
5)add related articles
6)Click save&publish",1)A success message will appear,1
239,FAQ - Desktop - Clicking on a question,Testing if a user hasn't entered any character into the ask a question modal and clicked cancel,Ready,Lia Ismailov,,PASSED,27-Mar-2019  16:22,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Mange Questions Cancel without adding texts,"1)Do TC249
2)Click cancel","The modal will close with out a ""are you sure window""",1
240,FAQ - Mobile - Clicking on a question,Testing if clicking cancel will cancel the question,Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:29,13-Mar-2019  16:02,18-Apr-2019  12:29,"",FAQ,Community,,"",Mange Questions - Cancel a question,"1)Go to the host panel
2)add at-least one character 
3)Click ""Cancel""
4)Click ""Stay on this page""
5)Click ""Cancel"" again
6)Click ""Leave this page""","1)A ""are you sure"" pop up message will appear
2)Clicking on  ""Stay on this page"" will return you to the add a question modal
3Clicking ""Leave this page""will close the pop up and the modal without saving the question",1
241,FAQ - Show more questions,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:38,13-Mar-2019  16:02,18-Apr-2019  12:38,"",FAQ,Community,,"",Mange Questions - Leave Answer Blank,"1) Go to the host panel
2) Fill the Question field
3) Leave the answer field blank
4 Click save&publish","1)The answer field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Answer field cannot be blank""",1
242,FAQ - Suggest a question,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:40,13-Mar-2019  16:02,18-Apr-2019  12:39,"",FAQ,Community,,"",Mange Questions - Leave Question Blank,"1)Go to the host panel
2)Fill the Answer field
3)Leave the Question field blank
4)Click save&publish","1)The Question field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Answer field cannot be blank""",1
243,Suggest a Question - Non logged in user - Suggest Q,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:41,13-Mar-2019  16:02,18-Apr-2019  12:41,"",FAQ,Community,,"",Mange Question - Question longer then 140 charactersMange Questions,"1)Go to the host panel
2)In the question field write a question that is longer than 140 characters
3)Fill the answer field
4)Click save&publish","1)The Question field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Question cannot be longer than 140 characters""",1
244,Suggest a Question - Non Follower - Suggest Q&A,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:42,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Mange Question - Edit a question,"1)Go to a the host panel =>topic pages=>topic pages=> choose to edit a topic page
2)Scroll to the FAQ section
3)Next to one of the questions click click the context menu icon
4)Choose edit
5)Edit the question
6)Save&publish","1)The question modal will open
2)After saving the question will be updated and appear with the new changes",1
245,Suggest a Question - Leave the question blank,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:42,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Mange Question - Delete question,"1)Go to a the host panel =>topic pages=>topic pages=> choose to edit a topic page
2)Scroll to the FAQ section
3)Next to one of the questions click click the context menu icon
4)Choose delete","1)The question will be deleted
2)Will no longer appear in the host panel nor in the community",1
246,Accept a question - Email,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:57,13-Mar-2019  16:02,18-Apr-2019  12:57,"",FAQ,Community,,"",FAQ - Notifications - notifications drop down,"1) Go to http://cpv2.spotim.name/gossip
2) Scroll down
3) Add question
4) Login to the page admin email

",1)you will have a notification that your comment was added,1
247,Accept a question  - create the question,"",Ready,Lia Ismailov,,PASSED,18-Apr-2019  12:59,13-Mar-2019  16:02,18-Apr-2019  12:59,"",FAQ,Community,,"",FAQ - Notifications - email,"1) Go to http://cpv2.spotim.name/gossip
2) Scroll down
3) Add question
4) Login to the page admin email",1)you will have an email that your question was posted,1
248,Mange Questions - Add a question through host panel,Opening the add a question modal,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:00,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Mange Questions - Add a question ModalAdd a Question -,"Pre step: Have permissions to add a question
1)Go to a community
2)Scroll to the add a question
3)Click ""add a question""",The add a question modal will open up,1
249,Add a Question - Add a question,Adding a question to FAQ,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:00,13-Mar-2019  16:02,18-Apr-2019  13:01,"",FAQ,Community,,"",Add a Question - Add a question,"1)Go to host panel
2)Add the question
3)Add the answer
4)Add a link image and a video
5)add related articles
6)Click save&publish","1)A success message will appear
2)The newly added question will appear highlighted for the 3 seconds",1
250,Add a Question - Cancel without adding texts,Testing if a user hasn't entered any character into the ask a question modal and clicked cancel,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:04,13-Mar-2019  16:02,18-Apr-2019  13:03,"",FAQ,Community,,"",Add a Question - Cancel without adding texts,"1)Go to the host panel
2)Add question without text
3)Click cancel","The modal will close with out a ""are you sure window""",1
251,Add a Question - Cancel a question,Testing if clicking cancel will cancel the question,Ready,Lia Ismailov,,PASSED,27-Mar-2019  16:23,13-Mar-2019  16:02,05-Apr-2019  07:41,"",FAQ,Community,,"",Add a Question - Cancel a question,"1)Do TC177
2)add at-least one character 
3)Click ""Cancel""
4)Click ""Stay on this page""
5)Click ""Cancel"" again
6)Click ""Leave this page""","1)A ""are you sure"" pop up message will appear
2)Clicking on  ""Stay on this page"" will return you to the add a question modal
3Clicking ""Leave this page""will close the pop up and the modal without saving the question",1
252,Add a Question - Leave Answer Blank,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:04,13-Mar-2019  16:02,18-Apr-2019  13:04,"",FAQ,Community,,"",Add a Question - Leave Answer Blank,"1)Go to the host panel
2)Fill the Question field
3)Leave the answer field blank
4)Click save&publish","1)The answer field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Answer field cannot be blank""",1
253,Add a Question - Leave Question Blank,Testing error message,Ready,Lia Ismailov,,PASSED,18-Apr-2019  13:38,13-Mar-2019  16:02,18-Apr-2019  13:38,"",FAQ,Community,,"",Add a Question - Leave Question Blank,"1)Go to the host panel
2)Fill the Answer field
3)Leave the Question field blank
4)Click save&publish","1)The Question field will appear red
2)An error icon will appear inside the top right of the field
3)Wen you hover over it the error message will appear ""Answer field cannot be blank""",1
254,Add a Question - Question longer then 140 characters,Testing error message,Ready,Lia Ismailov,,NO RUN,18-Apr-2019  13:57,13-Mar-2019  16:03,18-Apr-2019  13:57,"",FAQ,Community,,""
256,More Stories - Go to article,"1)Go to a community
2)Scroll to the more article section
3)Click on one of the articles",Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:55,13-Mar-2019  16:09,29-Apr-2019  14:20,"","",Community,Sanity,"",More Stories - Go to article,"1)Go to:
http://cpv2.spotim.name/gossip
2) Scroll to ""More Stories""
3)  Click on article","1)You will be redirected to the article
2)This BI events will be sent:
-viewed
-article entity clicked",1
257,More Stories - Load more stories,"1)Go to a community
2)Scroll to the more article section
3)Click ""more stories""",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories,2201643,Sanity,"","","1)8 more stories will appear
2)This BI event will be sent: more items clicked",2018-09-03 14:51:35 UTC,1
258,More Stories - Zero state,1)Go to a community with no artciles,Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories,2262678,,"",testing more stories zero state,The more stories will not be displayed,2018-11-01 06:27:31 UTC,1
259,More Stories - Change article topic,"- Go to an article of topic A 
- Change the article-tags of the article to match to topic B (not A anymore)
- Write a comment in the article",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories,2386165,,"","article tags may change over time, we need to make sure that:
if a change in article tag should change the topics of the article, the article will change its topics once one of the events happen:
- comment created
- reply created","- Expect the article to exist in topic B
- Expect the article to disappear from topic A",2019-02-13 14:07:25 UTC,1
260,More Stories - Ads,"pre step: configure an ad the the community
1)Go to the community
2)Scroll to more stories",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories - Ads,2262671,,"",See if an ad appears,The last item in more stories will be the ad - if ads are configured,2018-11-01 06:19:49 UTC,1
261,More Stories - Ads - Clickable,"1)Do TC296
2)Click on the ad you see",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories - Ads,2262674,,"",Testing if the ad is clickable - needs to be done on mobile and desktop,A new tab will open with the ad's content,2018-11-01 06:21:17 UTC,1
262,More Stories - more ads,"pre step: Go to a community with more than 6 stories
1)Do TC296
2)click show more stories",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories - Ads,2262675,,"","",For every 8 more articles another ad will appear,2018-11-01 06:23:04 UTC,1
263,More Stories - more ads - Clickable,"1)Do TC 298
2)Click on the ad",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories - Ads,2262676,,"",Testing if the ads are clickable - should be tested in mobile as destop,A new tab will open with the ad's content,2018-11-01 06:24:39 UTC,1
264,More Stories - No ads,"1)Do not configure ads to the community
2)Do TC296",Ready,Lia Ismailov,,NO RUN,"",13-Mar-2019  16:09,05-Apr-2019  07:41,"",More Stories - Ads,2262677,,"","",No ads will be displayed,2018-11-01 06:26:14 UTC,1
267,Share Community - Facebook/Twitter,Sharing a community with social services,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:37,13-Mar-2019  16:14,18-Apr-2019  14:01,"",Share,Community,Sanity,"",Share Community - Facebook/Twitter,"1)Go to:
http://cpv2.spotim.name/gossip
2)Click on the share button
3)Choose Twitter/Facebook","1)A window will open up to finish sharing the community on facebook or twitter
2)These BI will be fired:
-Share button clicked
-Share type clicked
-Share source by time",1
268,Share Community - Email,Sharing community with an email,Ready,Lia Ismailov,,PASSED,18-Apr-2019  14:02,13-Mar-2019  16:14,18-Apr-2019  14:02,"",Share,Community,,"",Share Community - Email,"1)Go to:
http://cpv2.spotim.name/gossip
2)Click on the share button
3)Choose the email icon","1)Your email will open up to share the community
2)These BI will be fired:
-Share button clicked
-Share type clicked
-Share source by time",1
269,Share community - Link,Sharing community with a link,Ready,Lia Ismailov,,PASSED,18-Apr-2019  14:03,13-Mar-2019  16:14,18-Apr-2019  14:03,"",Share,Community,,"",Share community - Link,"1)Go to:
http://cpv2.spotim.name/gossip
2)Click on the share button
3)Choose link
4)Copy the link
5)Paste and go","1)The link will open in a modal
2)You will be redirected to the community you tried to share
2)These BI will be fired:
-Share button clicked
-Share type clicked
-Share source by time",1
270,Share Community - Android,Sharing on Android,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:39,13-Mar-2019  16:14,29-Apr-2019  14:50,"","",Community,Sanity,"",Share Community - Android,"1)Go to:
http://cpv2.spotim.name/gossip
2)Click share","If window.navigator.share is support in the browser its should pop up, otherwise share pop should appear",1
271,Share Community - IOS,Sharing on IOS,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:51,13-Mar-2019  16:14,29-Apr-2019  14:48,"","",Community,Sanity,"",Share Community - IOS,"1)Go to:
http://cpv2.spotim.name/gossip
2)Click the share button","If window.navigator.share is support in the browser its should pop up, otherwise share pop should appear",1
273,Trending articles - real time on main article,testing if trending articles redirects you to the article,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:40,17-Mar-2019  10:00,29-Apr-2019  14:15,"","",Community,Sanity,"",Trending articles - Click on article,"1)Go to a community page:
http://cpv2.spotim.name/gossip
2)Scroll to the trending articles section
3) Open the first article in incognito
4) Start typing a comment in incognito tab","1) The article will have real time typer
2) You will be redirected to the article",1
275,Editorial options - Pin article,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:07,17-Mar-2019  10:00,05-Apr-2019  07:40,"",Trending Articles,Community,,"",Editorial options - Pin article,"","",1
277,Editorial options - Hide article,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:07,17-Mar-2019  10:00,05-Apr-2019  07:40,"",Trending Articles,Community,,"",Editorial options - Hide article,"","",1
278,Editorial options - Replace article,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:08,17-Mar-2019  10:00,05-Apr-2019  07:40,"",Trending Articles,Community,,"",Editorial options - Replace article,"","",1
280,Follow Community,Testing the ability to follow a community,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:52,17-Mar-2019  10:03,29-Apr-2019  14:10,"","",Community,Sanity,"",Follow Community,"1)Navigate to a community
2)Click ""Follow Topic""
3) Log in","1)The button will turn to  "" v Following"" 
2)You will become a follower of the topic
3)hovered event from header will be fired
4)follow event from the header will be fired",1
281,Unfollow a community,Unfollowing a community,Ready,Lia Ismailov,,PASSED,30-Apr-2019  08:40,17-Mar-2019  10:03,05-Apr-2019  07:40,"",Follow Community - Registered User,Community,Sanity,"",Unfollow a community,"1)Go to a community you are already following
2)Clicking the following button","1)When you navigate to a community you are already following the button will show ""following""
2)The button will return to ""Follow topic"" and you are no longer a member of the community
3)hovered event from header will be fired
4)unfollowed event from the header will be fired",1
282,Follow community - Guest User,A negative test to see that a force registration message appears,Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:09,17-Mar-2019  10:03,05-Apr-2019  07:40,"",Follow Community - Guest User,Community,,"",Follow community - Guest User,"1)Navigate to a community
2)Click ""Follow Topic""","1)A force registration message will appear asking the guest to sign up in order to follow
2)hovered event will be fired",1
283,Hide Article - Trending Articles - Slot 1,"",Ready,Lia Ismailov,,PASSED,27-Mar-2019  15:09,17-Mar-2019  10:10,05-Apr-2019  07:40,"",Editorial Tools,Community,,"",Hide Article - Trending Articles - Slot 1,"1)Go to a community page
2)On the trending article: Click next the article in slot 1 on the context menu icon
3)Choose ""Hide Article""
4)Click ""Permanently Hide"" in the ""Are you sure"" popup","1)The article from slot 1 will disappear will disappear
2)slots 2-5 will move accordingly",1
